uniforme	exponenziale	lorentziana
0.784016	1.15511	1.03912
0.805548	0.904319	4.64795
0.748844	0.342086	-0.841951
0.973734	2.99578	-1.05175
0.765306	0.863191	-4.34881
0.72572	0.604384	-2.85804
0.342666	0.945045	70.7971
0.280877	0.312768	-0.0422245
0.753019	0.448428	0.99386
0.842853	0.0795407	0.00928662
0.943872	1.51114	0.669813
0.250142	1.0274	1.60709
0.872255	1.05566	0.312698
0.984667	0.179922	1.20237
0.452317	0.137369	-0.667409
0.411456	0.183311	-0.330015
0.895764	2.80513	8.76605
0.69076	1.81578	29.0611
0.212531	1.50255	0.941897
0.626328	1.1724	-2.13704
0.448822	0.21871	-0.360838
0.20199	0.284612	0.457462
0.656001	0.684553	1.45616
0.519047	0.896514	-1.16775
0.290586	2.631	-1.10975
0.372049	0.313158	0.499843
0.37274	0.338204	-0.0284164
0.914314	0.939183	2.32429
0.391113	0.377872	-0.60825
0.94634	0.133261	-1.17068
0.0467588	4.6211	-0.594837
0.716707	1.50313	0.449164
0.382069	0.0785603	-0.273454
0.513588	0.676817	-0.741713
0.528178	0.379021	-1.17984
0.172628	0.542089	-3.60801
0.103293	0.259926	-0.110824
0.722011	1.00593	3.9694
0.642325	0.66205	0.666413
0.56156	0.947805	0.495562
0.812835	0.930593	2.34328
0.937523	0.0846272	0.594455
0.647194	0.181062	1.2003
0.178056	0.207348	1.22014
0.372059	0.533639	-10.9073
0.623044	4.2076	-0.597728
0.0706536	1.21895	-3.18936
0.189967	1.30799	0.769407
0.838504	0.8888	-1.77277
0.39616	0.23589	31.118
0.0443054	0.0533962	0.0774725
0.387006	0.568837	0.035822
0.657067	0.577444	-1.63804
0.381345	0.23707	-1.56648
0.2899	0.76464	3.42787
0.85549	0.160949	0.0232906
0.575886	0.0842668	0.557859
0.360853	0.790782	-0.350556
0.225753	0.159505	0.561263
0.712335	0.272206	-1.30919
0.849148	0.607747	-1.55656
0.936916	0.370704	-0.0835064
0.895151	1.73129	-0.0655183
0.780454	1.77164	2.16596
0.828608	1.66004	3.12656
0.882667	0.856885	1.40726
0.75789	1.60897	-1.11266
0.658321	1.22931	5.9025
0.0735138	0.292976	0.284609
0.859508	0.125959	1.39908
0.0427371	0.494901	0.718001
0.292509	0.0823593	1.45407
0.291005	0.771842	0.516474
0.337506	2.55274	4.78218
0.0769024	4.39871	-0.231945
0.760732	0.339735	1.24724
0.203052	0.00993791	0.834683
0.839628	0.528892	-0.416013
0.563961	1.88745	-10.4431
0.46559	0.463645	-0.262722
0.550285	1.38121	3.95698
0.350794	1.23441	-0.200473
0.480654	0.0988412	0.448172
0.870745	0.415028	1.65872
0.397214	0.233265	-2.82516
0.0430408	1.1865	1.34471
0.443598	0.603067	0.685801
0.920257	1.98709	-4.91859
0.488564	0.0364798	-0.351947
0.366758	0.0116452	0.756405
0.928209	1.53219	85.8256
0.600783	0.44465	-0.244359
0.194855	1.57608	-0.696738
0.386568	1.36374	0.316766
0.504536	0.700856	-8.32825
0.0614278	0.975022	0.443577
0.430548	0.620646	-2.05146
0.184741	0.0619568	0.108194
0.719834	0.166134	-1.32108
0.2171	0.334462	1.48731
0.464821	0.423311	1.7529
0.74415	0.0219836	-0.103944
0.86844	1.58827	-1.50666
0.842063	0.553569	0.932671
0.68927	0.304927	4.84012
0.329931	4.41108	0.64378
0.640074	0.507863	0.978879
0.418285	0.540108	0.426131
0.855933	0.0112264	-3.5707
0.730816	1.74304	-0.310263
0.553344	0.329384	-0.310312
0.13941	1.87758	-1.84425
0.031418	0.755564	1.28794
0.358287	1.01961	-0.0254378
0.718741	0.0180349	1.94532
0.780615	1.08263	0.0361708
0.288414	0.0540478	-0.490993
0.0383829	0.275726	-0.368808
0.422589	0.641693	3.46702
0.0159684	0.429135	0.38897
0.0154463	0.0040145	-1.47913
0.115386	0.254754	3.98213
0.399427	0.00646009	-5.45038
0.1805	0.00562448	-0.0297517
0.491728	0.187878	-0.21154
0.310362	1.5661	1.02449
0.615534	0.185181	-0.431415
0.510378	0.0301729	0.462475
0.149796	1.28631	1.00097
0.576319	0.598551	1.45957
0.602424	1.02851	-0.0883915
0.221064	0.647945	-8.45579
0.619138	0.330205	0.486998
0.244747	0.0260484	-0.90909
0.568986	1.47706	0.244134
0.163969	1.72782	-0.377891
0.375191	0.173691	7.72861
0.188701	0.156907	1.36906
0.928686	0.353497	-0.0777568
0.594196	0.139707	0.0292691
0.557221	0.0788134	0.212314
0.00199545	0.292596	1.39621
0.779323	3.3424	0.304996
0.236788	0.0279639	-0.117322
0.494117	0.609078	-1.02054
0.62327	0.479061	-1.51034
0.0737484	0.233499	-3.87758
0.4012	0.0742542	-0.980517
0.698964	0.950369	-0.789804
0.0717285	0.0948993	1.21662
0.558782	0.787438	17.1211
0.502428	0.33286	-1.53614
0.85223	1.04278	-0.0482928
0.506481	0.895828	3.1355
0.40528	0.427507	2.38583
0.734473	3.72822	2.546
0.661922	0.230529	0.10312
0.515307	0.825621	0.880475
0.2054	0.0534144	0.280658
0.63406	0.390592	-1.31576
0.820594	0.104077	1.74945
0.066911	0.36523	-3.48029
0.605197	0.573933	22.1834
0.289445	0.124412	-2.13063
0.708369	0.152302	0.717272
0.95264	0.12944	38.461
0.234632	0.350586	3.48706
0.504599	0.233641	-0.204911
0.434261	0.0303996	1.40825
0.672233	1.31421	-5.49404
0.287061	1.16854	0.0012649
0.430292	0.722007	-0.286574
0.462194	0.233898	-0.0773257
0.800244	0.126953	-1.07821
0.611666	0.0652419	-17.187
0.221996	0.0893242	1.12214
0.911878	1.38213	-0.605526
0.965916	1.10825	16.6697
0.571717	0.190319	-0.835326
0.974755	0.656531	-1.71817
0.91775	0.954398	0.154677
0.0937383	0.00913531	-0.402335
0.276968	0.147818	0.315526
0.406178	4.9682	0.662261
0.712622	0.215859	1.02741
0.732743	6.27007	-0.147151
0.738916	0.921033	-0.80288
0.992665	0.869522	0.713501
0.69871	1.19288	0.479515
0.741649	2.11372	0.149665
0.673632	0.370052	2.97444
0.087217	1.29943	0.93607
0.280928	0.766726	0.761182
0.729661	0.346925	5.39236
0.26992	0.0164456	-1.4342
0.129608	1.53262	-4.13071
0.0503868	1.72723	-3.28714
0.258544	1.46398	-2.35174
0.463588	0.348039	95.8464
0.664852	0.452349	1.02012
0.686078	2.649	5.6223
0.513392	0.0880558	-0.690347
0.855873	0.161151	-0.761781
0.371424	0.670015	0.863159
0.136877	0.0761459	-4.11623
0.914223	1.07703	-1.10296
0.160771	0.48509	-2.25484
0.61754	1.08343	-11.2016
0.98292	0.0502754	0.346568
0.778668	1.11662	2.53087
0.26894	0.306101	0.00787749
0.757052	3.2063	6.51404
0.864764	1.07995	0.285474
0.811813	0.0286024	0.916812
0.0128531	0.331365	0.481725
0.0847472	0.318592	6.58979
0.301549	1.31451	-0.0107682
0.890853	0.665801	-6.32256
0.37805	3.81178	0.794736
0.32653	1.36984	0.135338
0.66801	0.895548	-0.214205
0.671356	0.512382	0.966916
0.129146	1.82415	-0.0138434
0.0692473	0.588055	-0.968868
0.417999	3.99858	-0.30842
0.154163	0.747618	-5.93186
0.0382767	3.03235	0.195759
0.557743	1.0527	-16.1763
0.464067	1.97632	-0.016289
0.0465777	0.632736	0.0392483
0.580826	0.555022	-0.585444
0.816745	1.26014	0.592831
0.864586	1.12115	3.29153
0.901601	0.949875	-0.064671
0.0927149	0.536594	-0.954161
0.699829	3.14649	-2.40386
0.329103	0.446816	2.46992
0.341252	0.00980924	3.61317
0.990625	0.387431	-0.10829
0.928173	0.00658953	6.00801
0.507688	0.825927	0.125273
0.72515	1.86023	-3.10839
0.297923	0.299978	-1.8767
0.75292	1.40376	-11.7412
0.340668	1.77893	0.607066
0.317718	0.105433	-3.97837
0.982645	1.90978	-0.34269
0.945582	0.553929	-4.84374
0.952419	1.14046	1.49651
0.0846798	3.4561	2.0458
0.618811	2.06437	-0.515751
0.373226	0.624593	-2.23055
0.498975	0.707073	-0.0181398
0.803792	2.42043	-0.554715
0.778999	0.0934134	99.8103
0.525557	0.177255	-5.33115
0.127761	2.06663	-3.87765
0.141472	0.222263	-0.722244
0.0360999	0.0500218	1.09665
0.699246	2.68465	0.434761
0.663397	0.8295	-0.972825
0.00548048	1.39293	-0.184321
0.208456	0.946642	1.65475
0.874685	2.04473	-1.88399
0.96237	0.0318934	-14.9531
0.957152	0.522573	-0.386408
0.76923	0.0996817	149.681
0.999183	1.67976	0.562609
0.0286333	0.233649	-1.76783
0.221576	3.00319	4.26134
0.43331	0.332329	0.686351
0.869592	0.104307	1.70799
0.180414	1.0132	-2.01083
0.18127	0.868352	-0.794066
0.639904	1.72855	-0.377483
0.131461	0.539238	0.643865
0.815438	0.0961439	-0.397183
0.832395	1.09811	0.912778
0.804212	0.0885802	-27.0866
0.219668	0.756354	-3.51079
0.928459	0.596158	0.282019
0.0206828	3.99823	-5.6949
0.186158	0.303765	0.92134
0.0895053	0.924057	0.535871
0.563643	1.61549	-0.50607
0.198572	1.48279	-0.103941
0.418696	1.99435	-0.328558
0.153606	0.0344471	0.0855189
0.188511	0.802313	-1.06556
0.641297	0.698953	2.47742
0.0841809	1.96945	0.144753
0.368779	2.65757	1.47896
0.690638	0.568053	0.0640316
0.557021	0.858196	-1.36026
0.187659	0.359492	-0.645217
0.421439	2.00404	1.86792
0.739018	0.883938	-0.805837
0.197691	0.482063	-0.653867
0.444809	0.663397	-0.0185627
0.548334	1.58829	-2.26809
0.816335	1.14367	0.968224
0.139819	0.380466	0.176311
0.505087	0.961502	0.962911
0.901824	1.34849	-5.81653
0.794751	1.47719	-6.04703
0.41851	1.06317	-0.715025
0.623942	1.71601	0.48288
0.320963	0.025496	-1.37707
0.756056	0.689544	0.176414
0.567963	0.152991	0.0492438
0.969801	0.428926	-0.668426
0.78984	2.83637	-1.85423
0.388105	0.309276	-0.855753
0.0954938	0.651818	-0.0239544
0.320851	1.21289	1.36505
0.235295	0.0585023	2.15097
0.0456491	0.229108	-1.35142
0.0856113	0.79157	0.768421
0.0240379	0.121295	0.301664
0.213633	0.145902	-50.1473
0.0485496	0.940599	1.7276
0.931385	1.80425	-0.0856195
0.935633	0.837287	-1.10472
0.630029	1.16859	7.56618
0.388558	2.41257	-0.6646
0.401589	0.157189	-12.2238
0.852189	0.667797	2.09971
0.188781	0.170222	4.96545
0.393551	0.346562	-0.671781
0.996903	3.55535	-0.0700263
0.416842	0.720569	-1.42074
0.644733	0.213935	0.532647
0.502432	0.356591	4.97259
0.793619	0.0760174	-75.9566
0.424031	0.0304782	9.90655
0.0673015	0.983404	-2.07008
0.863455	0.0527364	2.41342
0.529397	0.594465	0.161797
0.152562	0.715789	-0.269048
0.783497	0.715766	17.7991
0.493273	0.239514	1.11137
0.706902	0.371209	-71.0754
0.170312	0.162246	1.88311
0.0737737	0.00434138	4.87056
0.0144535	0.214028	-0.829059
0.975692	1.08319	0.341851
0.842989	3.23983	-1.00905
0.28697	0.298194	3.27876
0.0980036	0.00321151	-0.347956
0.342356	1.47788	-3.63079
0.444549	1.2978	-0.290146
0.144079	0.516661	1.72756
0.527905	0.184589	-1.43276
0.0390875	0.355601	0.0144684
0.739818	0.252206	4.4877
0.535147	0.281997	0.775369
0.911721	0.531015	0.2648
0.680977	0.146782	-0.0401793
0.653431	0.604277	1.50515
0.092835	0.397983	10.35
0.400903	1.19195	-0.310511
0.0353771	0.425672	-1.5146
0.147539	1.59545	-12.3133
0.85754	0.51673	0.0731781
0.0538047	0.987592	1.12289
0.0294619	0.0561062	2.15866
0.729235	0.667497	-0.678645
0.133624	0.499725	-0.059964
0.652145	0.0137482	11.4272
0.0951729	3.37652	2.24671
0.653963	0.920289	-2.63828
0.4692	0.0920114	0.564321
0.62743	0.389623	-1.2581
0.498431	1.01018	1.32891
0.471147	0.479552	-1.05554
0.961672	0.00889748	-0.192202
0.308788	0.380145	5.93534
0.669762	1.89374	0.598389
0.192114	0.288289	-0.206574
0.780305	0.0352167	4.73245
0.789929	1.49631	0.339312
0.838209	2.42935	0.963549
0.198455	0.360637	-1.33579
0.981688	0.0430193	-0.099838
0.434113	0.0885624	1.75509
0.405121	0.669171	-0.284962
0.732841	0.461829	-0.496503
0.0438751	0.656421	-1.59279
0.276842	1.13376	-1.07961
0.758344	0.41927	-0.651317
0.137029	0.325255	0.885156
0.824101	0.751955	-0.184618
0.512471	1.87104	0.75914
0.743658	0.207456	2.94927
0.167313	1.68778	-0.697068
0.210431	0.428058	-0.893581
0.810367	2.42025	-0.279452
0.245694	0.455985	0.998441
0.00157055	0.965538	0.1568
0.0410026	1.03938	0.409542
0.627112	2.90618	0.101217
0.595641	1.02983	7.15842
0.760792	0.183492	-2.29703
0.950249	1.50997	-1.21419
0.973344	0.619102	-2.35318
0.47207	0.672524	0.491499
0.33961	1.6866	2.26354
0.808633	0.44886	-1.12027
0.548153	0.129957	-1.99971
0.0922449	0.496833	-0.466271
0.443872	0.0964968	0.303005
0.0831226	1.73091	-0.322209
0.842762	1.1704	1.17154
0.646135	0.626346	-0.658418
0.369233	2.6354	16.6006
0.5863	0.534584	1.00763
0.0920673	0.0888919	-3.38912
0.789512	0.824292	73.6278
0.154601	0.0191473	-0.492523
0.122366	0.864343	0.632872
0.952204	0.549173	-1.82604
0.615381	1.31023	0.513879
0.271064	0.0668804	-33.4086
0.992166	1.00081	-0.626966
0.920734	2.11666	-0.0838196
0.73749	4.08374	-10.4579
0.454722	0.224183	0.281598
0.294083	1.30392	24.3588
0.990495	1.49938	1.95244
0.162723	0.602048	-2.02826
0.186019	0.948855	0.209948
0.654402	3.13523	-1.07589
0.317201	0.936095	-16.3386
0.561206	2.81649	-0.348502
0.715478	0.589304	-6.05687
0.234522	0.0513464	-4.88658
0.044257	0.273765	0.483765
0.768385	0.338059	0.228401
0.523876	1.81665	1.0297
0.481713	4.43995	15.9615
0.406998	0.0456284	-0.0961393
0.120072	0.950863	0.272954
0.303233	1.54931	0.0381647
0.597621	0.259171	-2.12916
0.154915	0.424144	1.01801
0.121458	0.274019	6.63009
0.603715	2.7915	-5.6112
0.670333	0.516953	-0.894077
0.787923	1.78721	0.38128
0.419726	0.946149	1.58142
0.392404	6.49258	-3.36808
0.0216805	0.0814847	6.74459
0.486133	0.339037	-1.54875
0.866643	2.42691	0.806526
0.125812	2.63837	-0.492552
0.825113	0.141683	-0.28737
0.587916	0.343046	-0.215144
0.245247	2.10074	0.352006
0.292975	0.164198	-0.328019
0.308347	0.152925	3.21282
0.48552	3.89962	0.9668
0.96041	1.75375	-0.359009
0.515558	0.90141	0.504095
0.820361	1.83536	0.530643
0.589748	0.499107	11.6059
0.467102	1.30269	-1.65277
0.502127	0.667772	-6.12192
0.258938	0.776997	-2.05176
0.0748445	0.643313	-2.02229
0.586931	0.779872	2.15799
0.78352	0.552044	1.63229
0.461664	3.24031	-0.386764
0.242887	0.224405	-41.9485
0.141088	1.64381	0.532808
0.0742878	0.720921	0.368307
0.392397	2.82266	-1.70217
0.115904	0.201466	0.567616
0.847846	1.55307	-5.54381
0.211761	1.11897	-0.920798
0.632948	0.298017	1.79934
0.127071	2.55086	0.875059
0.38099	0.379788	0.571501
0.351148	1.10725	2.36528
0.735985	0.768609	2.42082
0.174547	0.110032	-5.31851
0.391087	0.0293751	4.47949
0.905048	1.25215	-17.4492
0.423602	1.39861	0.260711
0.738734	2.07278	-0.978143
0.527547	0.0519136	0.632021
0.603002	3.06182	3.56693
0.0341152	0.0468709	-1.65548
0.943287	0.235253	0.222221
0.782649	0.632078	2.31651
0.0366131	0.7046	1.86947
0.728503	1.2518	-8.07512
0.340583	2.38169	-1.93099
0.3698	0.617769	1.52036
0.704986	1.16033	-0.220287
0.0625026	2.27405	-15.5756
0.583289	0.261277	-3.11432
0.751372	1.79117	-11.2083
0.471613	0.44454	-0.306616
0.999375	0.435785	-0.117254
0.0462613	0.35736	1.04494
0.094761	0.293381	1.01186
0.60659	0.0309704	-0.177149
0.264148	6.85406	-1.04365
0.709435	0.568135	-18.0507
0.450483	0.0143391	0.599067
0.367491	0.253692	0.687931
0.198908	2.33484	-2.46905
0.306172	1.63231	0.379333
0.248799	2.11767	-9.80302
0.0500574	0.00877023	0.533876
0.640426	1.53698	0.564348
0.767553	0.610626	-0.333765
0.580789	0.0552882	-0.173517
0.328923	0.619975	1.76764
0.569652	1.59368	2.43985
0.517189	0.438347	-2.64404
0.289057	1.02034	0.222168
0.753085	0.98115	0.0597522
0.734867	0.855901	4.17712
0.140778	2.98637	4.91261
0.609127	2.11803	-0.380739
0.736072	0.6469	-0.551033
0.577737	1.73219	-1.60974
0.598096	4.51837	-7.83553
0.285619	0.148215	-14.074
0.0934597	0.185303	-0.575925
0.639021	1.24472	5.61497
0.472414	1.06957	-0.537539
0.391796	1.1668	0.649544
0.96837	1.1833	-11.1496
0.326989	0.387905	-1.13185
0.0542736	1.33274	0.349683
0.00508076	0.352965	0.648271
0.218072	0.00898866	0.306781
0.229072	0.527228	-2.03493
0.405556	1.01684	0.0914516
0.276425	2.72975	0.205551
0.412081	0.191618	10.7128
0.862113	1.35126	-0.555606
0.299253	1.02901	-0.40445
0.963613	0.31302	0.776819
0.44599	0.0598707	-1.18919
0.308696	1.57642	0.235149
0.215116	0.805379	0.244086
0.206849	0.695277	-2.65173
0.368399	0.95517	-6.80787
0.0901062	0.236253	-0.0597826
0.807432	1.17389	-0.412278
0.0824876	0.223349	3.92139
0.845053	1.13705	-0.651175
0.987911	0.234773	0.183522
0.645787	0.495201	-1.78262
0.494281	1.66136	0.660884
0.269864	1.14233	2.88159
0.547141	0.163594	2.5795
0.0413633	0.1617	0.697517
0.311503	0.0573743	3.12283
0.933699	0.0520751	0.39509
0.469511	0.814159	4.16881
0.669885	1.02223	2.45709
0.744212	0.47323	-0.516901
0.966374	0.60269	0.0800784
0.923708	0.530973	0.766087
0.0286797	1.93845	5.00481
0.00564467	0.580843	8.90254
0.594521	3.67805	-29.2404
0.443944	0.122195	0.840512
0.841873	1.23726	0.62137
0.942149	0.948741	20.6167
0.25812	0.403611	-3.6549
0.13384	2.49059	-2.94594
0.957863	0.0991397	4.94069
0.947735	1.31138	-0.35762
0.4833	1.35557	-51.1695
0.510289	0.139849	-3.51548
0.45179	0.504717	0.45784
0.902481	0.812413	2.78421
0.331248	3.44006	3.14306
0.774779	0.481783	0.186326
0.218689	0.0618554	-0.533309
0.704766	1.22418	0.133625
0.477034	6.3664	0.0566314
0.445305	0.345652	-0.912007
0.767671	0.51194	-4.67032
0.173437	1.03173	-1.30219
0.293093	1.18496	-0.749942
0.0715391	0.359226	-17.4279
0.932338	0.59612	5.80962
0.488007	0.430128	0.859771
0.0267444	0.829265	3.28473
0.734302	0.132299	1.3156
0.307466	0.288363	-2.74248
0.0672394	0.966884	-1.47235
0.607351	0.858211	-0.306524
0.836296	0.10009	-0.599313
0.197794	0.532091	1.51382
0.85693	0.68402	-1.44437
0.665615	2.03606	0.916804
0.556885	0.375243	0.557865
0.29382	0.810241	17.9215
0.748285	0.288409	-2.99537
0.895532	0.604136	0.932558
0.59565	0.0712844	-0.356944
0.0252963	0.0278259	1.25168
0.464385	0.926131	-0.545874
0.370269	0.0536774	0.295822
0.387439	0.0309151	0.322579
0.220506	0.309198	-1.95021
0.263302	0.959269	0.507026
0.299611	0.441066	-4.48013
0.8493	1.09351	6.85931
0.234243	0.745089	-1.90317
0.585409	0.0909731	-4.66238
0.98278	1.77488	1.13671
0.524476	0.517042	1.46889
0.797154	0.794833	20.4333
0.0361357	0.597486	9.84244
0.391747	0.409803	2.30811
0.421761	0.448818	-2.18931
0.462102	1.61929	8.11143
0.404456	0.387717	-0.904043
0.47324	0.050366	1.12715
0.204816	0.624534	-1.00814
0.439344	8.2318	0.324926
0.67598	0.240648	0.675931
0.470514	0.114437	0.0788313
0.0542554	0.749108	0.697789
0.862509	0.215104	1.29684
0.955755	1.44366	0.875531
0.457522	0.260223	-5.0721
0.487824	0.138713	-28.3763
0.934001	0.290378	-21.2442
0.961541	0.594634	-2.34034
0.999056	3.20938	-0.998786
0.757001	0.796361	0.316022
0.0648766	0.177787	0.313719
0.218954	0.542044	-2.30172
0.0820953	0.91076	2.3945
0.811751	0.059268	0.259192
0.935428	0.693225	-4.74561
0.564792	0.285373	-0.149157
0.919125	0.0982716	1.5856
0.0026391	0.977752	1.09484
0.524488	0.477526	0.924253
0.167074	0.36683	-0.292991
0.147544	2.31894	-0.376741
0.0285138	0.871527	0.133756
0.535196	0.199479	-25.6026
0.466651	1.20194	0.492467
0.615955	0.00959446	-14.4254
0.589591	1.32748	0.90027
0.511182	1.23107	-2.08359
0.546293	0.820142	0.567236
0.164702	1.70179	-2.67822
0.815044	0.403752	3.38288
0.299515	2.32385	-1.0083
0.0930821	0.843742	-1.0874
0.41247	0.983711	-6.60851
0.9397	0.768487	0.774744
0.666374	1.779	-0.693042
0.836927	0.302142	0.65189
0.922068	3.89434	-3.35751
0.638636	1.02922	-0.194569
0.880593	1.50763	-2.3518
0.963807	0.984252	-2.77892
0.637296	1.03668	29.2651
0.717538	0.135267	0.938353
0.302303	1.04572	0.625932
0.20245	0.332225	-0.282932
0.090446	0.744613	2.64932
0.920514	0.469337	-0.973872
0.583871	0.87572	0.0844653
0.0969546	0.806009	-1.12605
0.539606	0.153282	-45.2315
0.96932	0.0132437	1.19781
0.424041	0.186885	3.13106
0.2783	3.97706	-11.5332
0.400526	1.0331	-0.0379312
0.696161	0.505502	0.527214
0.110928	0.8147	-0.0522451
0.551689	1.03157	2.00576
0.614819	0.753842	1.53534
0.477403	3.17048	-2.42691
0.823926	0.539343	-0.363665
0.384626	1.87515	2.33001
0.0013538	2.08747	0.749064
0.912702	0.982771	-0.541458
0.0982297	0.414753	381.862
0.31699	0.178319	0.548585
0.258682	2.42891	0.683147
0.711915	1.81625	-4.00542
0.529738	1.57075	0.684628
0.167075	3.66658	-1.28699
0.742452	1.89504	0.840184
0.532975	0.296831	-1.07605
0.0348035	0.356135	3.74281
0.268453	0.946485	-0.292466
0.0833221	0.477995	-0.493324
0.634072	0.177334	1.05704
0.382056	0.826159	-0.822358
0.777134	0.824237	1.05839
0.319575	1.62537	-0.82388
0.832708	0.946281	0.983729
0.667276	0.777992	0.599885
0.116157	3.12734	3.10129
0.707301	0.0349208	1.67977
0.666322	0.650093	1.2182
0.572911	0.517113	0.0196842
0.49844	0.757439	64.3714
0.483876	0.783998	-4.04016
0.681491	2.10519	0.637413
0.0886435	0.036705	0.55931
0.155283	0.442454	0.227466
0.372799	0.589882	0.317822
0.392485	0.672931	4.81122
0.596944	0.735557	0.749205
0.207945	1.936	0.441108
0.836523	0.737658	2.15563
0.190078	2.71795	-3.05725
0.357507	1.31507	34.1562
0.207378	2.30807	0.628422
0.346506	2.00905	-0.928938
0.986598	0.639276	-1.7941
0.247958	0.789932	1.0891
0.230678	0.18361	-3.14512
0.115545	0.511844	-9.50453
0.885797	0.561209	-4.22733
0.707402	0.00627327	-0.301711
0.403817	0.493675	2.16302
0.726849	1.61057	-0.790935
0.992246	0.306742	5.62155
0.0378742	0.422376	1.07555
0.00433182	1.84622	0.171726
0.328999	2.09318	-0.0183599
0.54469	0.412155	0.96152
0.181254	1.00327	-0.290955
0.414165	0.510424	3.45176
0.00869441	0.757105	-0.350712
0.884673	4.08447	0.859145
0.721742	2.63733	0.960215
0.514774	2.11941	2.35113
0.59827	0.920618	-216.943
0.963266	0.343683	-1.06592
0.863859	0.382238	0.599403
0.360865	0.594602	1.18286
0.54767	1.94051	0.522568
0.846053	0.649517	-1.31249
0.481607	3.7807	-1.82006
0.696042	1.01258	-9.57949
0.147602	1.63432	-0.631955
0.29457	0.201629	0.931011
0.785702	0.0104831	-1.39807
0.987781	0.508632	-0.763415
0.919776	1.08738	-0.0477966
0.369799	0.648308	-1.22203
0.753664	2.46715	-7.42878
0.908271	1.26282	0.612781
0.510731	1.11971	-3.15903
0.102561	1.38512	-0.0994632
0.0343051	0.714506	9.05034
0.663869	0.0160546	0.370601
0.0879624	5.45034	-0.603299
0.682895	0.535384	-0.0762796
0.677283	0.175525	0.29803
0.21445	0.211229	4.97712
0.722741	1.1593	0.170155
0.00557879	0.141085	0.414157
0.634691	0.449674	-1.70341
0.504356	3.17336	-1.23728
0.265885	0.0238156	-5.89916
0.535722	3.45629	1.17017
0.70111	8.47194	0.0583797
0.471817	1.15926	-0.383273
0.0250314	2.50735	1.92215
0.683991	1.4468	-16.329
0.34843	1.35251	0.484935
0.280534	0.554621	-1.06282
0.41003	1.25537	3.35372
0.656944	0.695845	-2.35614
0.000618234	0.82381	-1.34074
0.23611	2.21904	0.308943
0.433568	1.94213	-0.961272
0.118907	0.481312	1.65261
0.691145	2.30622	0.138879
0.865399	0.197802	-3.25379
0.374962	0.162776	-2.63851
0.106532	1.4923	62.072
0.0430915	0.920833	0.159551
0.146843	0.675861	-25.5748
0.405326	0.605396	-1.36732
0.208128	0.458429	-9.46689
0.181229	1.58529	5.36546
0.726076	1.19699	0.444598
0.932418	0.206029	-1.32993
0.883084	0.865439	-3.68478
0.880192	0.216628	-1.17471
0.819165	1.18501	1.40242
0.78513	0.0574005	0.199283
0.372315	0.296843	-2.90959
0.107912	1.48728	0.416653
0.425131	1.98157	0.675603
0.0835196	1.13425	0.16405
0.452105	0.262109	-1.32478
0.554883	0.0230679	4.6114
0.312806	0.125074	3.15671
0.224834	0.492021	0.957663
0.418651	1.49135	-198.605
0.944736	1.01396	-3.19463
0.231512	1.34369	0.0340636
0.38438	0.989898	0.567158
0.360009	0.345546	-0.44105
0.378636	1.3767	-0.595155
0.98103	0.0374463	4.4853
0.33907	0.0890024	-0.0901962
0.771056	0.648641	7.48905
0.934841	0.00175932	-0.0194659
0.768101	1.50164	0.0608471
0.358891	0.669359	-0.534984
0.784093	0.353714	0.707031
0.766474	2.27696	-1.19756
0.922427	1.46304	-0.208187
0.996549	0.166405	-0.0687141
0.205336	1.49715	-0.184561
0.337401	1.26222	-9.3083
0.136447	0.0366338	3.74534
0.488498	0.496413	12.6285
0.741839	1.55491	1.63822
0.811555	2.02644	1.41835
0.365807	0.353715	2.10101
0.34317	0.592205	1.89062
0.444417	2.76584	-0.476321
0.349912	0.0760358	-0.296229
0.1605	2.80491	5.96342
0.747296	0.390164	4.87918
0.743397	0.758461	-1.51277
0.837647	3.70045	2.20061
0.113383	0.176316	0.917035
0.412953	0.728299	-4.08897
0.373134	0.643108	4.57531
0.808922	1.31727	0.128548
0.279778	0.646802	-4.15107
0.191764	0.159498	-0.397012
0.91918	0.561768	-7.19982
0.786965	0.0224651	-3.6008
0.649849	0.0610831	5.74615
0.505073	0.273452	0.988087
0.223822	0.355209	0.962037
0.422222	1.13967	-2.54083
0.198614	1.43105	-22.9112
0.718018	0.0321264	-0.0374607
0.0900475	0.402477	-0.656696
0.482497	0.84395	3.55363
0.694866	1.18199	-0.575271
0.890061	0.366256	8.25257
0.863277	2.86984	-2.08814
0.498339	0.0688704	-0.386289
0.661765	0.563384	-0.479778
0.765432	0.0967709	0.655541
0.870568	1.20237	12.2871
0.54809	5.18131	0.934713
0.83393	2.58193	0.889873
0.855467	0.0844306	1.03211
0.278423	0.264979	0.455539
0.914645	0.77189	1.19429
0.67787	0.632575	0.404297
0.474017	0.0782582	-0.861864
0.706451	2.71895	-0.279011
0.0761942	0.71447	0.552617
0.407462	0.650402	-1.21083
0.611086	0.434645	-2.41657
0.512347	2.0938	-11.2476
0.403211	0.945207	-0.683666
0.150898	1.30052	0.727201
0.593967	0.799071	-0.0584638
0.745238	0.0151169	-0.751375
0.00230772	0.977649	-0.15143
0.070443	0.169453	0.347325
0.146071	0.412883	-0.453312
0.644133	0.958349	1.44208
0.133979	1.4245	0.487793
0.205892	1.1095	-2.02363
0.299278	0.610088	13.7923
